Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,176,Clothes,Online,H,9/1/2015,3935,10/10/2015,896,109.28,35.84,1325,659,1872
Europe,114,Baby Food,Online,C,4/15/2012,1651,5/19/2012,3039,255.28,159.42,4701,4810,4811
Central America and the Caribbean,134,Personal Care,Offline,H,12/10/2012,1028,1/17/2013,8064,81.73,56.67,4237,4681,3918
Europe,8,Meat,Offline,L,8/5/2012,7054,8/8/2012,663,421.89,364.69,2355,3146,1382
Europe,153,Personal Care,Online,C,11/1/2014,470,12/14/2014,7560,81.73,56.67,4055,4532,3756
Sub-Saharan Africa,49,Snacks,Online,M,12/21/2012,2787,12/30/2012,2509,152.58,97.44,2938,3165,3077
Europe,91,Clothes,Offline,C,7/9/2016,1336,7/25/2016,1297,109.28,35.84,1570,963,2340
Middle East and North Africa,159,Cosmetics,Online,C,2/15/2017,4221,3/7/2017,6741,437.2,263.33,8231,7905,9045
Sub-Saharan Africa,183,Personal Care,Online,L,1/26/2015,5274,3/2/2015,3689,81.73,56.67,2481,2821,2293
Europe,127,Personal Care,Offline,C,6/30/2015,9148,7/18/2015,4022,81.73,56.67,2638,3015,2443
Sub-Saharan Africa,101,Meat,Offline,H,1/8/2017,6316,2/14/2017,1651,421.89,364.69,4379,5363,2327
Europe,21,Beverages,Offline,H,7/26/2015,7940,9/14/2015,7518,47.45,31.79,2781,3124,2720
Middle East and North Africa,10,Clothes,Online,M,8/31/2015,1124,9/24/2015,4597,109.28,35.84,3589,2395,5199
Australia and Oceania,167,Personal Care,Offline,C,7/27/2011,3563,8/15/2011,2892,81.73,56.67,2120,2382,1978
Middle East and North Africa,182,Fruits,Offline,C,9/28/2013,8761,10/6/2013,4439,9.33,6.92,558,624,497
Sub-Saharan Africa,166,Beverages,Offline,C,10/10/2014,1196,11/29/2014,8307,47.45,31.79,3012,3375,2938
Sub-Saharan Africa,16,Meat,Offline,H,11/26/2015,898,12/12/2015,5594,421.89,364.69,7825,8122,5069
Sub-Saharan Africa,40,Beverages,Offline,L,8/19/2015,8774,9/8/2015,4429,47.45,31.79,1968,2147,1933
Middle East and North Africa,10,Baby Food,Online,M,7/15/2013,1582,8/21/2013,4974,255.28,159.42,6174,6126,6427
Europe,92,Meat,Offline,M,1/17/2014,6717,2/14/2014,4421,421.89,364.69,7253,7759,4485
Sub-Saharan Africa,102,Beverages,Offline,H,1/29/2015,7380,2/18/2015,1994,47.45,31.79,1304,1313,1268
Asia,154,Baby Food,Online,M,10/29/2011,7688,11/27/2011,3948,255.28,159.42,5456,5475,5557
Australia and Oceania,7,Cereal,Online,M,9/14/2015,7464,10/15/2015,8568,205.7,117.11,7122,6828,8115
Middle East and North Africa,170,Clothes,Offline,C,9/1/2012,7228,10/15/2012,1173,109.28,35.84,1477,864,2200
Asia,68,Fruits,Online,M,6/24/2012,3407,8/8/2012,9110,9.33,6.92,1165,1307,1063
Europe,180,Beverages,Offline,L,8/4/2014,3096,8/6/2014,6760,47.45,31.79,2597,2880,2526
Australia and Oceania,80,Clothes,Offline,H,12/14/2011,9294,2/2/2012,534,109.28,35.84,810,392,1402
Sub-Saharan Africa,133,Cereal,Online,C,7/3/2017,5682,7/5/2017,3874,205.7,117.11,4780,4668,5251
Sub-Saharan Africa,29,Clothes,Offline,L,12/21/2014,1766,2/5/2015,2253,109.28,35.84,2176,1546,3466
Europe,72,Snacks,Offline,C,8/23/2015,7765,10/12/2015,8178,152.58,97.44,6121,6139,6189
Central America and the Caribbean,75,Cosmetics,Online,L,9/21/2016,9867,11/9/2016,6183,437.2,263.33,8094,7770,8894
Central America and the Caribbean,15,Meat,Online,C,9/12/2012,4840,9/26/2012,7837,421.89,364.69,8436,8699,6169
Middle East and North Africa,169,Personal Care,Online,M,4/10/2014,5275,5/13/2014,6737,81.73,56.67,3774,4313,3513
Asia,110,Cereal,Online,C,4/9/2014,4625,5/7/2014,3514,205.7,117.11,4486,4455,4986
Europe,74,Meat,Online,C,2/27/2014,2011,4/5/2014,829,421.89,364.69,2735,3772,1546
Sub-Saharan Africa,139,Office Supplies,Offline,C,9/8/2012,7455,10/14/2012,8375,651.21,524.96,9325,9379,8867
Asia,97,Baby Food,Online,H,3/29/2017,6740,4/10/2017,7874,255.28,159.42,7470,7294,8100
Asia,78,Snacks,Online,C,5/2/2017,6290,6/16/2017,8082,152.58,97.44,6084,6106,6146
Central America and the Caribbean,116,Cereal,Offline,C,2/15/2011,8434,3/9/2011,9785,205.7,117.11,7473,7106,8474
Asia,110,Snacks,Offline,L,10/5/2016,6418,10/30/2016,800,152.58,97.44,1442,1514,1496
Central America and the Caribbean,41,Fruits,Online,H,8/7/2015,8921,9/19/2015,976,9.33,6.92,119,141,108
Sub-Saharan Africa,4,Vegetables,Offline,L,7/22/2016,5716,7/30/2016,7193,154.06,90.93,5780,5571,6218
Sub-Saharan Africa,54,Baby Food,Online,L,6/25/2014,2193,7/8/2014,8362,255.28,159.42,7607,7400,8256
Sub-Saharan Africa,25,Cosmetics,Online,H,8/20/2016,4543,9/29/2016,425,437.2,263.33,1825,1873,1996
Middle East and North Africa,73,Meat,Online,L,3/16/2016,4797,4/18/2016,1356,421.89,364.69,3873,4864,2068
Europe,53,Snacks,Online,M,3/24/2011,5683,4/19/2011,6160,152.58,97.44,5240,5357,5217
Middle East and North Africa,70,Personal Care,Online,H,12/12/2015,5821,12/27/2015,1872,81.73,56.67,1639,1814,1538
Asia,83,Personal Care,Online,C,8/8/2011,4590,9/14/2011,2562,81.73,56.67,1960,2193,1843
Europe,3,Baby Food,Online,M,10/12/2010,6986,11/20/2010,4326,255.28,159.42,5769,5715,5879
Europe,157,Office Supplies,Online,M,10/11/2015,8995,10/16/2015,295,651.21,524.96,1858,2310,1370
Europe,14,Cereal,Offline,L,10/23/2014,2334,12/1/2014,5630,205.7,117.11,5902,5589,6605
Central America and the Caribbean,61,Fruits,Online,L,2/4/2016,9344,3/1/2016,2523,9.33,6.92,328,360,284
Europe,3,Beverages,Online,L,10/3/2013,8350,10/21/2013,5199,47.45,31.79,2181,2403,2125
North America,103,Office Supplies,Online,H,5/10/2014,8427,5/15/2014,4911,651.21,524.96,8372,8560,7494
Europe,176,Personal Care,Offline,H,5/13/2010,4427,6/23/2010,4947,81.73,56.67,3075,3559,2831
Sub-Saharan Africa,46,Office Supplies,Online,M,4/4/2014,1736,4/18/2014,5622,651.21,524.96,8637,8745,7913
Central America and the Caribbean,41,Personal Care,Online,H,11/7/2016,1871,12/8/2016,9287,81.73,56.67,4632,5027,4271
Sub-Saharan Africa,144,Cereal,Offline,C,10/27/2013,6957,11/30/2013,5321,205.7,117.11,5741,5449,6378
Middle East and North Africa,175,Office Supplies,Offline,M,1/15/2017,4940,2/12/2017,5135,651.21,524.96,8458,8629,7644
Sub-Saharan Africa,139,Fruits,Online,H,12/15/2012,4518,12/24/2012,7171,9.33,6.92,926,1031,828
Central America and the Caribbean,61,Cereal,Online,H,10/15/2011,149,11/17/2011,1903,205.7,117.11,2994,2960,3509
Sub-Saharan Africa,152,Meat,Online,C,6/19/2013,7183,8/6/2013,6837,421.89,364.69,8196,8483,5671
Sub-Saharan Africa,184,Household,Offline,L,6/1/2011,6703,6/10/2011,1507,668.27,502.54,5454,5982,4469
Europe,58,Cereal,Online,C,6/24/2011,449,7/12/2011,2482,205.7,117.11,3619,3670,4122
Sub-Saharan Africa,49,Clothes,Offline,L,12/29/2012,6087,1/31/2013,8360,109.28,35.84,5152,3745,7451
Australia and Oceania,172,Baby Food,Online,C,7/31/2012,2074,8/4/2012,4771,255.28,159.42,6049,6002,6240
Sub-Saharan Africa,166,Clothes,Online,C,6/29/2015,2524,8/11/2015,9376,109.28,35.84,5503,4033,7809
Sub-Saharan Africa,22,Baby Food,Online,C,9/8/2016,2414,10/28/2016,6867,255.28,159.42,7112,7005,7691
Europe,93,Clothes,Online,L,3/11/2012,2521,4/19/2012,3969,109.28,35.84,3253,2163,4812
Central America and the Caribbean,61,Clothes,Online,H,6/16/2010,4351,6/28/2010,4436,109.28,35.84,3518,2346,5110
Central America and the Caribbean,64,Household,Online,H,6/2/2013,5210,7/8/2013,4054,668.27,502.54,8103,8118,7745
Middle East and North Africa,82,Vegetables,Offline,C,9/23/2012,3161,10/4/2012,5640,154.06,90.93,5026,4960,5360
Asia,30,Fruits,Online,M,3/30/2016,2192,4/7/2016,4044,9.33,6.92,499,561,448
Asia,171,Beverages,Offline,M,12/14/2013,6827,1/13/2014,1144,47.45,31.79,750,748,862
Europe,128,Snacks,Offline,M,1/22/2012,7529,3/8/2012,853,152.58,97.44,1491,1559,1539
Europe,39,Fruits,Online,H,1/14/2014,5595,1/25/2014,4113,9.33,6.92,507,574,457
Australia and Oceania,125,Meat,Online,M,11/12/2016,7899,12/31/2016,3896,421.89,364.69,6964,7514,4150
Australia and Oceania,137,Beverages,Offline,C,10/16/2014,2369,10/30/2014,209,47.45,31.79,133,135,152
Sub-Saharan Africa,139,Vegetables,Online,C,9/12/2010,2430,10/12/2010,5087,154.06,90.93,4731,4713,5082
Europe,146,Baby Food,Online,C,5/1/2012,2481,5/8/2012,7597,255.28,159.42,7370,7225,8001
Sub-Saharan Africa,4,Snacks,Offline,H,5/7/2013,2619,5/24/2013,8839,152.58,97.44,6378,6397,6516
North America,103,Clothes,Offline,L,4/3/2012,3744,4/26/2012,6942,109.28,35.84,4628,3214,6694
Middle East and North Africa,77,Office Supplies,Offline,M,3/15/2016,2598,5/3/2016,2067,651.21,524.96,6374,6987,4569
Asia,84,Clothes,Online,L,6/22/2014,6592,6/28/2014,1407,109.28,35.84,1645,1047,2483
Europe,157,Vegetables,Online,M,7/21/2012,8938,8/14/2012,4185,154.06,90.93,4175,4307,4602
Middle East and North Africa,140,Household,Online,L,3/19/2013,3797,4/2/2013,6656,668.27,502.54,9062,8957,8942
Sub-Saharan Africa,156,Vegetables,Offline,H,9/19/2012,851,9/26/2012,7106,154.06,90.93,5742,5538,6170
Europe,138,Clothes,Offline,L,3/6/2012,749,3/23/2012,853,109.28,35.84,1289,619,1811
Sub-Saharan Africa,173,Fruits,Online,M,10/9/2013,9844,11/2/2013,5246,9.33,6.92,671,745,601
Europe,131,Cereal,Online,C,12/15/2016,5344,1/31/2017,4663,205.7,117.11,5308,5135,5864
Europe,53,Vegetables,Offline,C,9/5/2014,59,9/19/2014,5517,154.06,90.93,4959,4892,5289
Asia,163,Fruits,Offline,C,4/23/2012,7789,6/10/2012,1249,9.33,6.92,164,188,143
Europe,1,Clothes,Online,H,4/17/2016,8045,5/15/2016,7334,109.28,35.84,4803,3363,6951
Central America and the Caribbean,134,Beverages,Online,L,3/13/2015,1123,4/8/2015,6276,47.45,31.79,2456,2738,2399
Australia and Oceania,137,Meat,Online,C,10/19/2013,3015,11/16/2013,2612,421.89,364.69,5758,6714,3249
Europe,99,Office Supplies,Online,L,2/28/2014,607,3/4/2014,7908,651.21,524.96,9242,9289,8760
Asia,20,Cosmetics,Online,M,11/2/2011,6478,12/13/2011,5763,437.2,263.33,7981,7651,8765
Middle East and North Africa,9,Household,Offline,L,10/19/2014,4060,10/31/2014,6808,668.27,502.54,9087,8992,8976
Middle East and North Africa,71,Fruits,Offline,H,12/11/2016,2549,12/16/2016,3703,9.33,6.92,469,523,416
Sub-Saharan Africa,62,Meat,Online,L,1/7/2017,1868,2/22/2017,6141,421.89,364.69,8023,8275,5314
Europe,180,Clothes,Online,L,11/1/2014,7773,11/24/2014,5845,109.28,35.84,4150,2825,5994
Europe,105,Office Supplies,Offline,H,1/21/2015,6899,2/2/2015,1571,651.21,524.96,5493,6240,3866
Europe,56,Personal Care,Online,L,11/1/2015,1391,11/6/2015,4104,81.73,56.67,2666,3059,2474
Central America and the Caribbean,32,Household,Online,H,8/8/2012,4491,9/8/2012,1262,668.27,502.54,4939,5492,3998
Middle East and North Africa,129,Meat,Offline,L,1/3/2017,4945,2/2/2017,2893,421.89,364.69,6055,6924,3467
Sub-Saharan Africa,144,Vegetables,Offline,C,4/3/2015,2479,5/7/2015,5877,154.06,90.93,5123,5075,5490
Australia and Oceania,51,Beverages,Offline,L,4/29/2017,2494,6/3/2017,9126,47.45,31.79,3245,3663,3142
Middle East and North Africa,149,Cosmetics,Online,H,5/7/2015,1175,5/23/2015,8582,437.2,263.33,8683,8293,9409
Europe,176,Snacks,Online,M,1/26/2010,639,2/16/2010,2218,152.58,97.44,2682,2898,2802
Sub-Saharan Africa,150,Clothes,Offline,H,9/7/2014,3558,10/12/2014,5039,109.28,35.84,3775,2554,5486
Europe,13,Vegetables,Online,C,2/21/2013,8448,2/23/2013,4082,154.06,90.93,4103,4253,4538
Middle East and North Africa,71,Fruits,Online,M,12/19/2016,4884,12/28/2016,3414,9.33,6.92,429,479,383
Sub-Saharan Africa,98,Beverages,Online,C,1/13/2016,7695,1/16/2016,9133,47.45,31.79,3248,3665,3143
Sub-Saharan Africa,133,Snacks,Offline,C,8/21/2012,3000,9/12/2012,4370,152.58,97.44,4261,4516,4365
Sub-Saharan Africa,141,Cereal,Offline,M,2/21/2010,2388,3/7/2010,4285,205.7,117.11,5055,4894,5568
Sub-Saharan Africa,88,Cosmetics,Online,M,10/3/2016,8235,10/22/2016,1071,437.2,263.33,3440,3578,3718
Europe,147,Beverages,Online,M,6/20/2011,9028,7/26/2011,8952,47.45,31.79,3191,3608,3105
Middle East and North Africa,82,Clothes,Online,H,12/24/2015,3618,12/29/2015,9181,109.28,35.84,5439,3976,7754
Asia,30,Office Supplies,Online,M,3/11/2015,6852,4/11/2015,5047,651.21,524.96,8425,8607,7588
Europe,146,Baby Food,Offline,L,1/1/2014,4336,1/3/2014,6865,255.28,159.42,7110,7003,7689
Australia and Oceania,172,Cosmetics,Offline,C,10/22/2010,7360,11/16/2010,6985,437.2,263.33,8285,7958,9113
Europe,48,Snacks,Online,C,6/3/2016,8155,7/15/2016,4787,152.58,97.44,4521,4730,4600
Middle East and North Africa,86,Personal Care,Online,L,6/6/2012,4785,6/13/2012,1680,81.73,56.67,1544,1693,1456
Sub-Saharan Africa,19,Cereal,Offline,L,7/28/2015,5689,8/14/2015,6109,205.7,117.11,6143,5815,6970
Sub-Saharan Africa,29,Clothes,Online,H,5/6/2013,5550,6/4/2013,8547,109.28,35.84,5224,3796,7543
Sub-Saharan Africa,16,Fruits,Offline,M,4/4/2013,9567,5/12/2013,6497,9.33,6.92,842,940,756
Sub-Saharan Africa,95,Household,Offline,L,4/20/2016,8859,4/23/2016,9498,668.27,502.54,9545,9495,9487
Sub-Saharan Africa,49,Personal Care,Online,H,3/5/2013,5290,3/27/2013,4115,81.73,56.67,2673,3067,2481
Asia,76,Baby Food,Online,L,10/18/2010,6367,10/23/2010,8948,255.28,159.42,7748,7524,8444
Central America and the Caribbean,45,Cosmetics,Offline,H,5/7/2013,593,5/9/2013,9627,437.2,263.33,8960,8515,9568
Middle East and North Africa,122,Baby Food,Online,C,12/10/2010,2106,1/5/2011,3812,255.28,159.42,5343,5384,5441
Asia,163,Clothes,Offline,M,9/6/2013,5848,9/30/2013,6196,109.28,35.84,4301,2951,6226
Europe,90,Baby Food,Online,C,1/9/2010,2675,1/22/2010,3503,255.28,159.42,5084,5193,5180
Europe,180,Snacks,Offline,C,12/26/2015,3978,2/8/2016,9487,152.58,97.44,6595,6626,6810
Sub-Saharan Africa,152,Snacks,Offline,L,10/16/2010,7136,11/18/2010,9935,152.58,97.44,6778,6764,7036
Middle East and North Africa,121,Clothes,Offline,H,5/19/2016,270,6/20/2016,7664,109.28,35.84,4923,3493,7149
Middle East and North Africa,82,Cereal,Offline,M,4/26/2010,7195,5/5/2010,7523,205.7,117.11,6859,6474,7723
Sub-Saharan Africa,150,Meat,Offline,H,11/19/2012,2642,12/8/2012,1391,421.89,364.69,3941,4923,2099
Middle East and North Africa,44,Fruits,Online,H,2/20/2015,6914,3/24/2015,3180,9.33,6.92,404,452,365
Europe,93,Beverages,Offline,L,12/26/2012,1320,12/28/2012,3832,47.45,31.79,1802,1965,1772
Sub-Saharan Africa,117,Meat,Online,L,12/20/2010,2848,12/21/2010,6321,421.89,364.69,8072,8337,5410
Asia,68,Office Supplies,Online,H,11/29/2010,9261,1/5/2011,651,651.21,524.96,3185,4081,2137
Europe,153,Personal Care,Online,H,9/14/2015,4173,10/15/2015,8859,81.73,56.67,4493,4897,4143
Asia,178,Vegetables,Online,C,5/12/2010,1814,6/25/2010,12,154.06,90.93,19,19,25
Sub-Saharan Africa,130,Vegetables,Online,H,4/8/2011,2408,5/25/2011,5209,154.06,90.93,4808,4758,5132
Europe,92,Household,Offline,C,12/4/2016,6806,12/7/2016,2579,668.27,502.54,7076,7346,5978
Europe,6,Baby Food,Offline,L,10/9/2011,1696,11/16/2011,2284,255.28,159.42,3924,4220,4113
Sub-Saharan Africa,79,Fruits,Offline,C,5/16/2015,4594,5/29/2015,1517,9.33,6.92,195,225,175
Middle East and North Africa,169,Beverages,Offline,C,7/2/2010,8592,7/6/2010,9500,47.45,31.79,3346,3767,3239
Europe,99,Personal Care,Online,M,1/28/2015,7936,2/25/2015,2489,81.73,56.67,1920,2149,1808
Australia and Oceania,7,Clothes,Online,C,3/17/2010,2380,3/28/2010,8769,109.28,35.84,5305,3868,7619
Sub-Saharan Africa,165,Baby Food,Online,L,2/28/2012,2399,3/18/2012,3659,255.28,159.42,5226,5305,5310
Sub-Saharan Africa,133,Office Supplies,Offline,L,7/15/2015,4459,8/17/2015,4506,651.21,524.96,8223,8384,7197
Europe,132,Office Supplies,Offline,L,3/21/2012,5637,4/8/2012,5691,651.21,524.96,8654,8763,7951
Sub-Saharan Africa,109,Cereal,Offline,C,4/21/2010,8929,4/28/2010,3625,205.7,117.11,4579,4510,5081
Europe,138,Household,Offline,H,3/1/2015,8046,3/21/2015,1750,668.27,502.54,5925,6468,4801
Sub-Saharan Africa,173,Baby Food,Offline,C,7/7/2010,2571,8/14/2010,5540,255.28,159.42,6520,6484,6881
Australia and Oceania,115,Fruits,Online,L,3/23/2015,2616,4/23/2015,7500,9.33,6.92,967,1071,868
Europe,81,Cereal,Online,M,5/8/2011,4317,6/13/2011,2165,205.7,117.11,3314,3265,3777
Europe,48,Meat,Online,L,2/5/2016,4516,2/27/2016,1104,421.89,364.69,3423,4408,1819
Sub-Saharan Africa,117,Baby Food,Online,C,6/12/2017,5792,7/10/2017,7915,255.28,159.42,7484,7299,8112
Europe,13,Office Supplies,Online,L,10/21/2015,1641,11/15/2015,3227,651.21,524.96,7576,7832,5817
Asia,69,Cosmetics,Online,C,8/18/2012,1167,8/20/2012,9702,437.2,263.33,8980,8537,9575
Sub-Saharan Africa,54,Clothes,Online,C,4/2/2014,4422,5/7/2014,7033,109.28,35.84,4672,3250,6764
Asia,76,Personal Care,Online,M,11/25/2012,7027,12/6/2012,6942,81.73,56.67,3851,4365,3573
Sub-Saharan Africa,156,Cereal,Offline,L,4/1/2013,5608,4/9/2013,8185,205.7,117.11,7036,6735,7989
Middle East and North Africa,9,Vegetables,Online,C,6/10/2013,2476,6/26/2013,1548,154.06,90.93,2129,2144,2392
Asia,161,Household,Online,H,6/28/2016,637,7/13/2016,4848,668.27,502.54,8395,8430,8269
Australia and Oceania,51,Baby Food,Online,M,4/27/2011,9014,6/11/2011,7934,255.28,159.42,7495,7306,8120
Asia,178,Meat,Online,M,6/4/2014,7276,7/12/2014,7687,421.89,364.69,8397,8675,6101
Middle East and North Africa,44,Beverages,Online,C,1/26/2013,873,3/2/2013,3015,47.45,31.79,1581,1698,1542
Sub-Saharan Africa,141,Vegetables,Offline,H,7/13/2014,5981,8/2/2014,9864,154.06,90.93,6788,6537,7506
Sub-Saharan Africa,184,Office Supplies,Offline,M,12/26/2011,4648,2/2/2012,6205,651.21,524.96,8847,8900,8199
Europe,127,Snacks,Online,H,1/16/2011,9515,2/6/2011,7044,152.58,97.44,5664,5703,5640
Europe,132,Cosmetics,Offline,L,10/23/2010,9309,11/8/2010,9417,437.2,263.33,8899,8470,9542
Europe,56,Cosmetics,Online,M,3/27/2015,3291,4/5/2015,7391,437.2,263.33,8390,8047,9212
Europe,81,Baby Food,Offline,C,3/11/2014,6625,4/28/2014,7066,255.28,159.42,7172,7079,7765
Middle East and North Africa,159,Vegetables,Online,L,7/19/2017,5130,8/5/2017,1570,154.06,90.93,2150,2169,2415
Europe,138,Vegetables,Online,M,7/9/2013,567,7/27/2013,6065,154.06,90.93,5228,5167,5594
Asia,76,Fruits,Online,M,4/27/2010,5392,6/6/2010,2744,9.33,6.92,352,389,313
Sub-Saharan Africa,63,Cosmetics,Offline,L,3/24/2017,7749,4/24/2017,5829,437.2,263.33,8002,7673,8788
Sub-Saharan Africa,184,Fruits,Offline,M,7/3/2010,6885,8/5/2010,6577,9.33,6.92,855,951,767
Central America and the Caribbean,41,Office Supplies,Online,C,12/1/2012,7391,1/19/2013,8272,651.21,524.96,9314,9364,8842
Europe,14,Clothes,Online,M,3/23/2014,5008,4/10/2014,1233,109.28,35.84,1527,917,2263
Europe,128,Beverages,Online,C,10/23/2012,1002,12/9/2012,7808,47.45,31.79,2854,3208,2801
Sub-Saharan Africa,150,Clothes,Online,H,12/3/2011,7558,12/30/2011,7377,109.28,35.84,4817,3378,6972
Middle East and North Africa,89,Beverages,Online,M,11/13/2015,2706,11/27/2015,1351,47.45,31.79,883,888,1014
North America,177,Baby Food,Offline,L,2/1/2011,5026,2/5/2011,8173,255.28,159.42,7567,7358,8200
Sub-Saharan Africa,144,Personal Care,Offline,L,5/18/2015,9062,5/20/2015,8315,81.73,56.67,4310,4746,3986
Europe,174,Cereal,Online,H,7/9/2013,105,7/15/2013,9283,205.7,117.11,7325,6994,8325
Sub-Saharan Africa,49,Snacks,Online,L,2/1/2014,9207,2/26/2014,614,152.58,97.44,1295,1232,1311
Middle East and North Africa,82,Fruits,Online,C,5/8/2015,8171,5/12/2015,8874,9.33,6.92,1133,1271,1034
Europe,81,Vegetables,Offline,L,8/23/2016,4799,8/29/2016,2662,154.06,90.93,3107,3147,3499
Middle East and North Africa,175,Meat,Offline,C,8/3/2014,7216,9/2/2014,7608,421.89,364.69,8375,8662,6056
Central America and the Caribbean,64,Meat,Offline,H,6/9/2014,9789,7/16/2014,1373,421.89,364.69,3908,4887,2080
Central America and the Caribbean,134,Personal Care,Online,M,2/25/2011,7450,3/24/2011,8650,81.73,56.67,4421,4840,4087
Europe,114,Meat,Offline,M,11/25/2015,932,12/10/2015,6162,421.89,364.69,8027,8281,5325
Europe,158,Cosmetics,Offline,H,6/1/2014,1774,6/4/2014,7664,437.2,263.33,8461,8103,9261
Middle East and North Africa,89,Cosmetics,Offline,L,3/17/2016,7237,3/24/2016,8942,437.2,263.33,8772,8372,9465
Europe,13,Vegetables,Offline,C,12/6/2012,5515,1/5/2013,2814,154.06,90.93,3252,3286,3614
Europe,105,Cosmetics,Offline,L,6/9/2012,382,7/17/2012,4127,437.2,263.33,7173,6992,7946
Sub-Saharan Africa,19,Fruits,Offline,M,4/16/2012,6548,5/24/2012,4763,9.33,6.92,620,684,549
Australia and Oceania,80,Beverages,Online,H,2/14/2011,4413,4/1/2011,8632,47.45,31.79,3106,3492,3028
Central America and the Caribbean,12,Household,Online,L,5/28/2012,5204,6/18/2012,6677,668.27,502.54,9065,8964,8946
Sub-Saharan Africa,57,Personal Care,Offline,M,2/12/2013,5889,3/16/2013,1870,81.73,56.67,1637,1812,1536
Middle East and North Africa,0,Cereal,Offline,L,1/30/2015,4353,3/9/2015,4218,205.7,117.11,5022,4860,5511
Middle East and North Africa,108,Cereal,Online,L,8/10/2013,4014,8/19/2013,5756,205.7,117.11,5964,5652,6697
Sub-Saharan Africa,139,Clothes,Online,M,6/9/2016,9296,6/16/2016,5552,109.28,35.84,4023,2735,5821
Sub-Saharan Africa,117,Baby Food,Offline,L,3/26/2017,326,3/30/2017,4704,255.28,159.42,6019,5953,6188
Europe,52,Snacks,Online,M,7/1/2014,7934,7/13/2014,1342,152.58,97.44,1927,2045,2001
Europe,105,Snacks,Online,M,5/21/2015,8913,5/27/2015,5627,152.58,97.44,4988,5145,4974
Central America and the Caribbean,164,Beverages,Online,L,9/29/2016,690,11/16/2016,4752,47.45,31.79,2051,2264,2012
Asia,83,Household,Online,L,6/30/2016,6465,7/14/2016,7940,668.27,502.54,9286,9234,9241
Sub-Saharan Africa,19,Household,Offline,M,5/30/2017,284,6/19/2017,1446,668.27,502.54,5330,5860,4353
Asia,24,Office Supplies,Online,H,9/30/2015,1995,11/13/2015,3557,651.21,524.96,7774,7988,6174
Asia,145,Vegetables,Offline,H,8/13/2012,2154,10/2/2012,9589,154.06,90.93,6669,6443,7401
Sub-Saharan Africa,133,Clothes,Offline,M,3/15/2010,7104,4/2/2010,6892,109.28,35.84,4610,3194,6661
North America,59,Beverages,Online,L,7/13/2015,4106,7/31/2015,9844,47.45,31.79,3431,3851,3321
Europe,56,Baby Food,Offline,H,12/23/2013,5959,1/21/2014,4858,255.28,159.42,6104,6060,6324
Sub-Saharan Africa,156,Fruits,Offline,C,12/1/2010,6487,12/21/2010,5376,9.33,6.92,683,759,616
